time,0_rod(strut).X,0_rod(strut).Y,0_rod(strut).Z,0_rod(strut).Euler1,0_rod(strut).Euler2,0_rod(strut).Euler3,0_rod(strut).mass,1_rod(strut).X,1_rod(strut).Y,1_rod(strut).Z,1_rod(strut).Euler1,1_rod(strut).Euler2,1_rod(strut).Euler3,1_rod(strut).mass,2_rod(strut).X,2_rod(strut).Y,2_rod(strut).Z,2_rod(strut).Euler1,2_rod(strut).Euler2,2_rod(strut).Euler3,2_rod(strut).mass,3_rod(strut).X,3_rod(strut).Y,3_rod(strut).Z,3_rod(strut).Euler1,3_rod(strut).Euler2,3_rod(strut).Euler3,3_rod(strut).mass,4_rod(strut).X,4_rod(strut).Y,4_rod(strut).Z,4_rod(strut).Euler1,4_rod(strut).Euler2,4_rod(strut).Euler3,4_rod(strut).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(payload_bars compound_X8Li41).X,6_rod(payload_bars compound_X8Li41).Y,6_rod(payload_bars compound_X8Li41).Z,6_rod(payload_bars compound_X8Li41).Euler1,6_rod(payload_bars compound_X8Li41).Euler2,6_rod(payload_bars compound_X8Li41).Euler3,6_rod(payload_bars compound_X8Li41).mass,7_rod(payload_bars compound_X8Li41).X,7_rod(payload_bars compound_X8Li41).Y,7_rod(payload_bars compound_X8Li41).Z,7_rod(payload_bars compound_X8Li41).Euler1,7_rod(payload_bars compound_X8Li41).Euler2,7_rod(payload_bars compound_X8Li41).Euler3,7_rod(payload_bars compound_X8Li41).mass,8_rod(payload_bars compound_X8Li41).X,8_rod(payload_bars compound_X8Li41).Y,8_rod(payload_bars compound_X8Li41).Z,8_rod(payload_bars compound_X8Li41).Euler1,8_rod(payload_bars compound_X8Li41).Euler2,8_rod(payload_bars compound_X8Li41).Euler3,8_rod(payload_bars compound_X8Li41).mass,9_rod(payload_bars compound_X8Li41).X,9_rod(payload_bars compound_X8Li41).Y,9_rod(payload_bars compound_X8Li41).Z,9_rod(payload_bars compound_X8Li41).Euler1,9_rod(payload_bars compound_X8Li41).Euler2,9_rod(payload_bars compound_X8Li41).Euler3,9_rod(payload_bars compound_X8Li41).mass,10_rod(payload_bars compound_X8Li41).X,10_rod(payload_bars compound_X8Li41).Y,10_rod(payload_bars compound_X8Li41).Z,10_rod(payload_bars compound_X8Li41).Euler1,10_rod(payload_bars compound_X8Li41).Euler2,10_rod(payload_bars compound_X8Li41).Euler3,10_rod(payload_bars compound_X8Li41).mass,
0.808,1.06942,1.88368,0.180264,3.08862,0.854996,-1.00351,0.0199491,0.399552,2.19046,-0.781316,2.50546,0.199014,-1.30957,0.0199491,0.559858,2.00813,-0.672873,2.93731,0.480249,-0.0156247,0.0199491,0.605737,2.40549,-0.168061,2.68972,1.04305,-0.208575,0.0199491,0.823556,2.55397,-0.356121,0.4752,0.593891,-1.1073,0.0199645,0.418615,1.83006,-0.211376,0.627753,0.380548,-0.921848,0.0199491,1.00224,2.00795,-0.373407,2.88057,0.924355,1.51564,0.256021,1.00224,2.00795,-0.373407,2.88057,0.924355,1.51564,0.256021,1.00224,2.00795,-0.373407,2.88057,0.924355,1.51564,0.256021,1.00224,2.00795,-0.373407,2.88057,0.924355,1.51564,0.256021,1.00224,2.00795,-0.373407,2.88057,0.924355,1.51564,0.256021,
0.8181,1.07373,1.8942,0.172823,3.08079,0.863774,-0.989728,0.0199491,0.405364,2.19233,-0.789013,2.50597,0.201933,-1.29037,0.0199491,0.561505,2.00784,-0.67548,2.92186,0.418669,-0.000525902,0.0199491,0.611879,2.41809,-0.186376,2.69409,1.04049,-0.186911,0.0199491,0.830445,2.55804,-0.373044,0.466899,0.6016,-1.12087,0.0199645,0.420528,1.84279,-0.213194,0.615253,0.392588,-0.930442,0.0199491,1.00583,2.01018,-0.382257,2.89904,0.92743,1.54892,0.256021,1.00583,2.01018,-0.382257,2.89904,0.92743,1.54892,0.256021,1.00583,2.01018,-0.382257,2.89904,0.92743,1.54892,0.256021,1.00583,2.01018,-0.382257,2.89904,0.92743,1.54892,0.256021,1.00583,2.01018,-0.382257,2.89904,0.92743,1.54892,0.256021,
0.8282,1.07884,1.90393,0.165283,3.09885,0.860976,-0.960048,0.0199491,0.409096,2.19239,-0.795506,2.50106,0.20325,-1.27199,0.0199491,0.564003,2.00759,-0.680884,2.91648,0.399355,0.0149213,0.0199491,0.61721,2.42773,-0.20277,2.69773,1.04579,-0.169186,0.0199491,0.836334,2.561,-0.388803,0.432845,0.623158,-1.14504,0.0199645,0.423702,1.8523,-0.214218,0.599584,0.40669,-0.941407,0.0199491,1.00921,2.01171,-0.390193,2.91458,0.930073,1.5763,0.256021,1.00921,2.01171,-0.390193,2.91458,0.930073,1.5763,0.256021,1.00921,2.01171,-0.390193,2.91458,0.930073,1.5763,0.256021,1.00921,2.01171,-0.390193,2.91458,0.930073,1.5763,0.256021,1.00921,2.01171,-0.390193,2.91458,0.930073,1.5763,0.256021,
0.8383,1.0822,1.91153,0.158769,3.11199,0.861779,-0.937586,0.0199491,0.413219,2.19182,-0.803655,2.50359,0.201526,-1.25782,0.0199491,0.567869,2.0074,-0.688117,2.91557,0.398742,0.0281405,0.0199491,0.621404,2.43447,-0.217876,2.6952,1.05826,-0.160623,0.0199491,0.840213,2.56321,-0.401968,0.420069,0.633801,-1.15654,0.0199645,0.427618,1.85872,-0.21723,0.587285,0.414686,-0.95285,0.0199491,1.01271,2.0126,-0.397411,2.92708,0.934188,1.59762,0.256021,1.01271,2.0126,-0.397411,2.92708,0.934188,1.59762,0.256021,1.01271,2.0126,-0.397411,2.92708,0.934188,1.59762,0.256021,1.01271,2.0126,-0.397411,2.92708,0.934188,1.59762,0.256021,1.01271,2.0126,-0.397411,2.92708,0.934188,1.59762,0.256021,
0.8484,1.08403,1.91675,0.153204,3.11874,0.865802,-0.923372,0.0199491,0.417847,2.19159,-0.811966,2.50809,0.199493,-1.24779,0.0199491,0.572222,2.00724,-0.695521,2.91499,0.402237,0.037253,0.0199491,0.624571,2.43944,-0.231223,2.68753,1.06984,-0.159967,0.0199491,0.844238,2.56464,-0.41231,0.399926,0.642847,-1.17193,0.0199645,0.431365,1.86327,-0.221451,0.575829,0.418899,-0.963694,0.0199491,1.01604,2.01319,-0.403566,2.93546,0.939519,1.61222,0.256021,1.01604,2.01319,-0.403566,2.93546,0.939519,1.61222,0.256021,1.01604,2.01319,-0.403566,2.93546,0.939519,1.61222,0.256021,1.01604,2.01319,-0.403566,2.93546,0.939519,1.61222,0.256021,1.01604,2.01319,-0.403566,2.93546,0.939519,1.61222,0.256021,
0.8585,1.08428,1.92007,0.148492,3.12363,0.872184,-0.913574,0.0199491,0.423145,2.19162,-0.820394,2.51454,0.196908,-1.24187,0.0199491,0.577196,2.00713,-0.70318,2.91443,0.408302,0.0425748,0.0199491,0.626742,2.44305,-0.243137,2.67466,1.08135,-0.166887,0.0199491,0.846874,2.56564,-0.420325,0.391754,0.644971,-1.17958,0.0199645,0.434638,1.86635,-0.226954,0.5651,0.4193,-0.973757,0.0199491,1.01916,2.01343,-0.408741,2.94055,0.946781,1.62104,0.256021,1.01916,2.01343,-0.408741,2.94055,0.946781,1.62104,0.256021,1.01916,2.01343,-0.408741,2.94055,0.946781,1.62104,0.256021,1.01916,2.01343,-0.408741,2.94055,0.946781,1.62104,0.256021,1.01916,2.01343,-0.408741,2.94055,0.946781,1.62104,0.256021,
0.8686,1.08306,1.92128,0.144327,3.12674,0.880319,-0.908451,0.0199491,0.428926,2.19175,-0.829376,2.51982,0.196321,-1.2408,0.0199491,0.582581,2.00709,-0.711272,2.91424,0.418073,0.043866,0.0199491,0.627692,2.44496,-0.253559,2.65618,1.09669,-0.182088,0.0199491,0.848688,2.56607,-0.42681,0.38151,0.645171,-1.18739,0.0199645,0.437547,1.86738,-0.233915,0.556203,0.415383,-0.982954,0.0199491,1.02192,2.01341,-0.413104,2.94163,0.955649,1.6232,0.256021,1.02192,2.01341,-0.413104,2.94163,0.955649,1.6232,0.256021,1.02192,2.01341,-0.413104,2.94163,0.955649,1.6232,0.256021,1.02192,2.01341,-0.413104,2.94163,0.955649,1.6232,0.256021,1.02192,2.01341,-0.413104,2.94163,0.955649,1.6232,0.256021,
0.8787,1.07988,1.92047,0.140811,3.12556,0.89178,-0.909896,0.0199491,0.435939,2.19226,-0.839613,2.52769,0.204329,-1.24529,0.0199491,0.588137,2.00712,-0.719783,2.91404,0.429824,0.0411585,0.0199491,0.628056,2.44475,-0.261356,2.63229,1.10962,-0.206025,0.0199491,0.849808,2.56584,-0.431112,0.367896,0.643172,-1.19673,0.0199645,0.440148,1.86627,-0.242298,0.551426,0.405663,-0.99012,0.0199491,1.02412,2.01308,-0.416874,2.93896,0.965993,1.61894,0.256021,1.02412,2.01308,-0.416874,2.93896,0.965993,1.61894,0.256021,1.02412,2.01308,-0.416874,2.93896,0.965993,1.61894,0.256021,1.02412,2.01308,-0.416874,2.93896,0.965993,1.61894,0.256021,1.02412,2.01308,-0.416874,2.93896,0.965993,1.61894,0.256021,
0.8888,1.07492,1.91782,0.137796,3.12396,0.904215,-0.915145,0.0199491,0.442929,2.1929,-0.849586,2.53468,0.211222,-1.25397,0.0199491,0.593813,2.0072,-0.728387,2.91326,0.441201,0.0341596,0.0199491,0.627038,2.44316,-0.267637,2.60248,1.12455,-0.238553,0.0199491,0.849375,2.56497,-0.433027,0.363754,0.634986,-1.20019,0.0199645,0.441738,1.86359,-0.25199,0.547735,0.393371,-0.995592,0.0199491,1.02572,2.01237,-0.419986,2.93265,0.977817,1.6082,0.256021,1.02572,2.01237,-0.419986,2.93265,0.977817,1.6082,0.256021,1.02572,2.01237,-0.419986,2.93265,0.977817,1.6082,0.256021,1.02572,2.01237,-0.419986,2.93265,0.977817,1.6082,0.256021,1.02572,2.01237,-0.419986,2.93265,0.977817,1.6082,0.256021,
0.8989,1.06873,1.9132,0.13508,3.12089,0.918024,-0.924675,0.0199491,0.449781,2.19317,-0.859067,2.54257,0.217201,-1.26675,0.0199491,0.599693,2.00734,-0.737122,2.91275,0.454956,0.0235699,0.0199491,0.624578,2.43982,-0.272541,2.56895,1.13762,-0.277869,0.0199491,0.846889,2.56357,-0.433278,0.366501,0.624097,-1.19817,0.0199645,0.442577,1.85893,-0.262618,0.54746,0.377715,-0.998962,0.0199491,1.02677,2.01129,-0.42238,2.92266,0.990804,1.59113,0.256021,1.02677,2.01129,-0.42238,2.92266,0.990804,1.59113,0.256021,1.02677,2.01129,-0.42238,2.92266,0.990804,1.59113,0.256021,1.02677,2.01129,-0.42238,2.92266,0.990804,1.59113,0.256021,1.02677,2.01129,-0.42238,2.92266,0.990804,1.59113,0.256021,
0.909,1.0625,1.90728,0.133349,3.11376,0.931832,-0.939145,0.0199491,0.455839,2.19352,-0.867025,2.54781,0.222911,-1.28112,0.0199491,0.605228,2.00752,-0.744804,2.91352,0.474179,0.0116332,0.0199491,0.62109,2.43565,-0.275735,2.53307,1.14939,-0.320793,0.0199491,0.844612,2.56191,-0.431963,0.374253,0.609143,-1.19312,0.0199645,0.442972,1.85334,-0.272607,0.550357,0.360743,-1.00017,0.0199491,1.02748,2.01027,-0.423409,2.90936,1.00271,1.56969,0.256021,1.02748,2.01027,-0.423409,2.90936,1.00271,1.56969,0.256021,1.02748,2.01027,-0.423409,2.90936,1.00271,1.56969,0.256021,1.02748,2.01027,-0.423409,2.90936,1.00271,1.56969,0.256021,1.02748,2.01027,-0.423409,2.90936,1.00271,1.56969,0.256021,
0.9191,1.06094,1.90345,0.133696,3.10908,0.936377,-0.948107,0.0199491,0.457563,2.19339,-0.868112,2.55453,0.223303,-1.28747,0.0199491,0.607095,2.00762,-0.745997,2.9147,0.482145,0.00563041,0.0199491,0.618944,2.43281,-0.274716,2.51591,1.15242,-0.341839,0.0199491,0.84261,2.56067,-0.429174,0.37991,0.605151,-1.18817,0.0199645,0.443693,1.84954,-0.274705,0.553702,0.353565,-0.998771,0.0199491,1.02762,2.00949,-0.422312,2.90315,1.00588,1.55856,0.256021,1.02762,2.00949,-0.422312,2.90315,1.00588,1.55856,0.256021,1.02762,2.00949,-0.422312,2.90315,1.00588,1.55856,0.256021,1.02762,2.00949,-0.422312,2.90315,1.00588,1.55856,0.256021,1.02762,2.00949,-0.422312,2.90315,1.00588,1.55856,0.256021,
0.9292,1.06163,1.90032,0.13556,3.10667,0.93508,-0.954332,0.0199491,0.456911,2.19426,-0.863993,2.55431,0.220995,-1.29057,0.0199491,0.606673,2.00766,-0.742948,2.9137,0.477986,0.000116917,0.0199491,0.618096,2.43129,-0.269571,2.50787,1.14925,-0.352754,0.0199491,0.840949,2.55991,-0.423795,0.384847,0.604636,-1.1824,0.0199645,0.444647,1.84723,-0.271655,0.554447,0.352185,-0.994676,0.0199491,1.0274,2.00908,-0.419575,2.89805,1.00449,1.54982,0.256021,1.0274,2.00908,-0.419575,2.89805,1.00449,1.54982,0.256021,1.0274,2.00908,-0.419575,2.89805,1.00449,1.54982,0.256021,1.0274,2.00908,-0.419575,2.89805,1.00449,1.54982,0.256021,1.0274,2.00908,-0.419575,2.89805,1.00449,1.54982,0.256021,
0.9393,1.06165,1.89572,0.138547,3.10318,0.934447,-0.963937,0.0199491,0.456163,2.19469,-0.859124,2.55731,0.217716,-1.29611,0.0199491,0.606618,2.00775,-0.73947,2.91423,0.479857,-0.00749942,0.0199491,0.616082,2.42825,-0.262921,2.4954,1.14735,-0.370064,0.0199491,0.838516,2.5585,-0.416579,0.391569,0.602926,-1.17481,0.0199645,0.445371,1.84322,-0.268686,0.557725,0.348532,-0.989457,0.0199491,1.02701,2.00832,-0.415549,2.89043,1.00351,1.53646,0.256021,1.02701,2.00832,-0.415549,2.89043,1.00351,1.53646,0.256021,1.02701,2.00832,-0.415549,2.89043,1.00351,1.53646,0.256021,1.02701,2.00832,-0.415549,2.89043,1.00351,1.53646,0.256021,1.02701,2.00832,-0.415549,2.89043,1.00351,1.53646,0.256021,
0.9494,1.06092,1.88966,0.142467,3.0952,0.935298,-0.979177,0.0199491,0.45509,2.19471,-0.853254,2.56132,0.215245,-1.30476,0.0199491,0.606324,2.00785,-0.73521,2.91501,0.483422,-0.0171738,0.0199491,0.612725,2.42361,-0.254946,2.48414,1.13915,-0.387765,0.0199491,0.834847,2.55662,-0.407486,0.402924,0.599585,-1.16368,0.0199645,0.445259,1.8377,-0.26548,0.564788,0.343209,-0.982292,0.0199491,1.02615,2.00726,-0.410451,2.88083,1.00234,1.51947,0.256021,1.02615,2.00726,-0.410451,2.88083,1.00234,1.51947,0.256021,1.02615,2.00726,-0.410451,2.88083,1.00234,1.51947,0.256021,1.02615,2.00726,-0.410451,2.88083,1.00234,1.51947,0.256021,1.02615,2.00726,-0.410451,2.88083,1.00234,1.51947,0.256021,
0.9595,1.05997,1.88249,0.147073,3.08693,0.93518,-0.996442,0.0199491,0.453349,2.19519,-0.845847,2.56735,0.210877,-1.31459,0.0199491,0.605308,2.00792,-0.729539,2.91474,0.482827,-0.0293302,0.0199491,0.608715,2.41839,-0.245017,2.46928,1.13173,-0.410052,0.0199491,0.829988,2.55424,-0.396074,0.417559,0.595306,-1.14973,0.0199645,0.44489,1.83156,-0.261674,0.572431,0.337112,-0.973426,0.0199491,1.02476,2.00594,-0.40442,2.86965,1.00028,1.49949,0.256021,1.02476,2.00594,-0.40442,2.86965,1.00028,1.49949,0.256021,1.02476,2.00594,-0.40442,2.86965,1.00028,1.49949,0.256021,1.02476,2.00594,-0.40442,2.86965,1.00028,1.49949,0.256021,1.02476,2.00594,-0.40442,2.86965,1.00028,1.49949,0.256021,
0.9696,1.05831,1.87397,0.152348,3.07935,0.934561,-1.01546,0.0199491,0.450378,2.19519,-0.837391,2.57354,0.204389,-1.32579,0.0199491,0.604001,2.00802,-0.723708,2.91664,0.489712,-0.0430297,0.0199491,0.603517,2.41178,-0.233488,2.45114,1.12648,-0.437439,0.0199491,0.823886,2.55106,-0.383074,0.43228,0.591245,-1.13481,0.0199645,0.444335,1.8238,-0.257508,0.581512,0.329272,-0.96333,0.0199491,1.02274,2.00418,-0.397425,2.85654,0.998012,1.47564,0.256021,1.02274,2.00418,-0.397425,2.85654,0.998012,1.47564,0.256021,1.02274,2.00418,-0.397425,2.85654,0.998012,1.47564,0.256021,1.02274,2.00418,-0.397425,2.85654,0.998012,1.47564,0.256021,1.02274,2.00418,-0.397425,2.85654,0.998012,1.47564,0.256021,
0.9797,1.05658,1.8641,0.158088,3.06818,0.933223,-1.03907,0.0199491,0.446204,2.19537,-0.826956,2.58152,0.196069,-1.33863,0.0199491,0.601328,2.00807,-0.715992,2.91678,0.488028,-0.0593375,0.0199491,0.597534,2.40397,-0.21987,2.43369,1.11767,-0.465097,0.0199491,0.816259,2.54737,-0.368001,0.457726,0.583507,-1.11269,0.0199645,0.443182,1.81509,-0.252392,0.592232,0.32164,-0.950904,0.0199491,1.01998,2.00213,-0.389675,2.84211,0.993826,1.44926,0.256021,1.01998,2.00213,-0.389675,2.84211,0.993826,1.44926,0.256021,1.01998,2.00213,-0.389675,2.84211,0.993826,1.44926,0.256021,1.01998,2.00213,-0.389675,2.84211,0.993826,1.44926,0.256021,1.01998,2.00213,-0.389675,2.84211,0.993826,1.44926,0.256021,
0.9898,1.05485,1.85274,0.16466,3.05619,0.93073,-1.06543,0.0199491,0.44167,2.19586,-0.814855,2.58763,0.187705,-1.35363,0.0199491,0.598325,2.00811,-0.706963,2.91628,0.486516,-0.0785101,0.0199491,0.590798,2.39521,-0.204343,2.41553,1.10723,-0.494871,0.0199491,0.808326,2.54324,-0.351475,0.48358,0.575055,-1.0886,0.0199645,0.441856,1.80544,-0.246582,0.604343,0.312543,-0.936352,0.0199491,1.01697,1.99991,-0.380544,2.8246,0.988528,1.4184,0.256021,1.01697,1.99991,-0.380544,2.8246,0.988528,1.4184,0.256021,1.01697,1.99991,-0.380544,2.8246,0.988528,1.4184,0.256021,1.01697,1.99991,-0.380544,2.8246,0.988528,1.4184,0.256021,1.01697,1.99991,-0.380544,2.8246,0.988528,1.4184,0.256021,
0.9999,1.05322,1.84411,0.172405,3.0684,0.921654,-1.07526,0.0199491,0.436481,2.19624,-0.801486,2.59565,0.179056,-1.36858,0.0199491,0.595124,2.00813,-0.696808,2.91813,0.48069,-0.098549,0.0199491,0.58306,2.38664,-0.187672,2.40136,1.09727,-0.524129,0.0199491,0.798389,2.53952,-0.333491,0.514795,0.563131,-1.06397,0.0199645,0.441119,1.79565,-0.23962,0.615786,0.305461,-0.922362,0.0199491,1.01384,1.99891,-0.370458,2.80989,0.983362,1.38714,0.256021,1.01384,1.99891,-0.370458,2.80989,0.983362,1.38714,0.256021,1.01384,1.99891,-0.370458,2.80989,0.983362,1.38714,0.256021,1.01384,1.99891,-0.370458,2.80989,0.983362,1.38714,0.256021,1.01384,1.99891,-0.370458,2.80989,0.983362,1.38714,0.256021,
1.01,1.05149,1.83639,0.180691,3.05658,0.919973,-1.10515,0.0199491,0.431704,2.19815,-0.787419,2.60709,0.173151,-1.38365,0.0199491,0.590696,2.0081,-0.683954,2.91854,0.449496,-0.119373,0.0199491,0.574782,2.37998,-0.170789,2.39264,1.08316,-0.54902,0.0199491,0.788595,2.53715,-0.315157,0.545366,0.549009,-1.04235,0.0199645,0.440466,1.78797,-0.23283,0.63299,0.295198,-0.906299,0.0199491,1.01064,1.99992,-0.360057,2.79832,0.976727,1.35774,0.256021,1.01064,1.99992,-0.360057,2.79832,0.976727,1.35774,0.256021,1.01064,1.99992,-0.360057,2.79832,0.976727,1.35774,0.256021,1.01064,1.99992,-0.360057,2.79832,0.976727,1.35774,0.256021,1.01064,1.99992,-0.360057,2.79832,0.976727,1.35774,0.256021,
1.0201,1.05095,1.82784,0.18825,3.05049,0.916267,-1.13223,0.0199491,0.42571,2.19822,-0.773282,2.61775,0.165031,-1.39898,0.0199491,0.586933,2.00809,-0.672637,2.92365,0.439222,-0.139394,0.0199491,0.565998,2.37106,-0.153708,2.38367,1.07085,-0.575825,0.0199491,0.777765,2.53378,-0.296803,0.568602,0.542032,-1.02303,0.0199645,0.44038,1.77822,-0.226096,0.650413,0.28637,-0.890872,0.0199491,1.00751,2.00039,-0.349646,2.78745,0.969458,1.32724,0.256021,1.00751,2.00039,-0.349646,2.78745,0.969458,1.32724,0.256021,1.00751,2.00039,-0.349646,2.78745,0.969458,1.32724,0.256021,1.00751,2.00039,-0.349646,2.78745,0.969458,1.32724,0.256021,1.00751,2.00039,-0.349646,2.78745,0.969458,1.32724,0.256021,
1.0302,1.05071,1.81995,0.195199,3.03358,0.916404,-1.16617,0.0199491,0.420982,2.19827,-0.761412,2.64565,0.159711,-1.41272,0.0199491,0.583815,2.00808,-0.662334,2.92985,0.432179,-0.156782,0.0199491,0.55769,2.36352,-0.138916,2.37089,1.05465,-0.603694,0.0199491,0.768119,2.53032,-0.278591,0.58358,0.539101,-1.0097,0.0199645,0.438249,1.7727,-0.221963,0.664214,0.287451,-0.882659,0.0199491,1.00489,2.00111,-0.34005,2.77966,0.962872,1.30086,0.256021,1.00489,2.00111,-0.34005,2.77966,0.962872,1.30086,0.256021,1.00489,2.00111,-0.34005,2.77966,0.962872,1.30086,0.256021,1.00489,2.00111,-0.34005,2.77966,0.962872,1.30086,0.256021,1.00489,2.00111,-0.34005,2.77966,0.962872,1.30086,0.256021,
1.0403,1.04727,1.81833,0.201618,3.0294,0.922962,-1.17702,0.0199491,0.421741,2.19834,-0.757595,2.64771,0.164567,-1.42061,0.0199491,0.58475,2.00809,-0.657899,2.93283,0.437069,-0.163101,0.0199491,0.553252,2.36116,-0.133095,2.36087,1.05188,-0.620712,0.0199491,0.763725,2.52916,-0.269406,0.583854,0.535536,-1.01178,0.0199645,0.436097,1.77159,-0.220913,0.668131,0.284929,-0.884549,0.0199491,1.00384,2.00189,-0.333106,2.77608,0.967143,1.2894,0.256021,1.00384,2.00189,-0.333106,2.77608,0.967143,1.2894,0.256021,1.00384,2.00189,-0.333106,2.77608,0.967143,1.2894,0.256021,1.00384,2.00189,-0.333106,2.77608,0.967143,1.2894,0.256021,1.00384,2.00189,-0.333106,2.77608,0.967143,1.2894,0.256021,
1.0504,1.04267,1.8212,0.207527,3.03357,0.934312,-1.171,0.0199491,0.427397,2.19709,-0.759073,2.63893,0.174117,-1.42319,0.0199491,0.589811,2.00811,-0.657777,2.93294,0.450198,-0.160917,0.0199491,0.553285,2.36253,-0.133801,2.36037,1.06163,-0.623375,0.0199491,0.764317,2.53013,-0.268949,0.579983,0.528217,-1.02131,0.0199645,0.437832,1.77165,-0.22041,0.675409,0.265732,-0.891156,0.0199491,1.00516,2.00248,-0.328318,2.7754,0.97913,1.28943,0.256021,1.00516,2.00248,-0.328318,2.7754,0.97913,1.28943,0.256021,1.00516,2.00248,-0.328318,2.7754,0.97913,1.28943,0.256021,1.00516,2.00248,-0.328318,2.7754,0.97913,1.28943,0.256021,1.00516,2.00248,-0.328318,2.7754,0.97913,1.28943,0.256021,
1.0605,1.04121,1.82117,0.212012,3.03648,0.941436,-1.16268,0.0199491,0.435455,2.19681,-0.76019,2.63259,0.181534,-1.42498,0.0199491,0.596327,2.0081,-0.657468,2.92778,0.460548,-0.159697,0.0199491,0.557326,2.36356,-0.13465,2.35312,1.07162,-0.627302,0.0199491,0.769348,2.5304,-0.269976,0.580969,0.519139,-1.023,0.0199645,0.440321,1.77217,-0.219423,0.66992,0.258562,-0.898449,0.0199491,1.00878,2.00088,-0.324394,2.76905,0.988013,1.28858,0.256021,1.00878,2.00088,-0.324394,2.76905,0.988013,1.28858,0.256021,1.00878,2.00088,-0.324394,2.76905,0.988013,1.28858,0.256021,1.00878,2.00088,-0.324394,2.76905,0.988013,1.28858,0.256021,1.00878,2.00088,-0.324394,2.76905,0.988013,1.28858,0.256021,
1.0706,1.04247,1.82251,0.216383,3.05191,0.943178,-1.14619,0.0199491,0.443498,2.19704,-0.760222,2.62839,0.187136,-1.42553,0.0199491,0.603246,2.00809,-0.656332,2.92476,0.467756,-0.158538,0.0199491,0.562366,2.36518,-0.1345,2.34666,1.0803,-0.631635,0.0199491,0.774894,2.53096,-0.27068,0.581727,0.513585,-1.0244,0.0199645,0.444505,1.77327,-0.218072,0.666496,0.252588,-0.903231,0.0199491,1.01365,2.00008,-0.320718,2.76537,0.994358,1.28834,0.256021,1.01365,2.00008,-0.320718,2.76537,0.994358,1.28834,0.256021,1.01365,2.00008,-0.320718,2.76537,0.994358,1.28834,0.256021,1.01365,2.00008,-0.320718,2.76537,0.994358,1.28834,0.256021,1.01365,2.00008,-0.320718,2.76537,0.994358,1.28834,0.256021,
1.0807,1.04482,1.8232,0.220525,3.05177,0.947872,-1.1448,0.0199491,0.450568,2.19688,-0.759434,2.62801,0.192135,-1.42665,0.0199491,0.609629,2.0081,-0.654402,2.92399,0.473131,-0.158147,0.0199491,0.566426,2.3659,-0.133541,2.34264,1.08533,-0.635743,0.0199491,0.779613,2.53158,-0.269785,0.579832,0.51092,-1.02748,0.0199645,0.44876,1.77373,-0.216437,0.664541,0.250051,-0.907434,0.0199491,1.01849,2.00018,-0.316838,2.76362,0.999035,1.28731,0.256021,1.01849,2.00018,-0.316838,2.76362,0.999035,1.28731,0.256021,1.01849,2.00018,-0.316838,2.76362,0.999035,1.28731,0.256021,1.01849,2.00018,-0.316838,2.76362,0.999035,1.28731,0.256021,1.01849,2.00018,-0.316838,2.76362,0.999035,1.28731,0.256021,
1.0908,1.04796,1.82309,0.224614,3.05239,0.950687,-1.14475,0.0199491,0.456591,2.19684,-0.757147,2.62821,0.195021,-1.42847,0.0199491,0.61535,2.0081,-0.651584,2.92382,0.47647,-0.159286,0.0199491,0.570177,2.36582,-0.130891,2.33847,1.08807,-0.641176,0.0199491,0.783623,2.53167,-0.266941,0.580059,0.508254,-1.02852,0.0199645,0.453248,1.77345,-0.214142,0.664186,0.24749,-0.90929,0.0199491,1.02313,2.00025,-0.312665,2.76155,1.00187,1.28431,0.256021,1.02313,2.00025,-0.312665,2.76155,1.00187,1.28431,0.256021,1.02313,2.00025,-0.312665,2.76155,1.00187,1.28431,0.256021,1.02313,2.00025,-0.312665,2.76155,1.00187,1.28431,0.256021,1.02313,2.00025,-0.312665,2.76155,1.00187,1.28431,0.256021,
1.1009,1.0517,1.8222,0.228755,3.05326,0.952018,-1.14642,0.0199491,0.461581,2.19682,-0.753474,2.63025,0.195936,-1.43087,0.0199491,0.620405,2.00809,-0.647892,2.92425,0.478143,-0.161935,0.0199491,0.573435,2.36484,-0.126665,2.33262,1.08967,-0.649346,0.0199491,0.786877,2.53131,-0.262254,0.581516,0.505947,-1.02803,0.0199645,0.457666,1.77245,-0.211067,0.662655,0.24799,-0.910066,0.0199491,1.02748,2.00032,-0.308096,2.75908,1.00312,1.27928,0.256021,1.02748,2.00032,-0.308096,2.75908,1.00312,1.27928,0.256021,1.02748,2.00032,-0.308096,2.75908,1.00312,1.27928,0.256021,1.02748,2.00032,-0.308096,2.75908,1.00312,1.27928,0.256021,1.02748,2.00032,-0.308096,2.75908,1.00312,1.27928,0.256021,
