time,0_rod(payload_bars compound_mG722N).X,0_rod(payload_bars compound_mG722N).Y,0_rod(payload_bars compound_mG722N).Z,0_rod(payload_bars compound_mG722N).Euler1,0_rod(payload_bars compound_mG722N).Euler2,0_rod(payload_bars compound_mG722N).Euler3,0_rod(payload_bars compound_mG722N).mass,1_rod(payload_bars compound_mG722N).X,1_rod(payload_bars compound_mG722N).Y,1_rod(payload_bars compound_mG722N).Z,1_rod(payload_bars compound_mG722N).Euler1,1_rod(payload_bars compound_mG722N).Euler2,1_rod(payload_bars compound_mG722N).Euler3,1_rod(payload_bars compound_mG722N).mass,2_rod(payload_bars compound_mG722N).X,2_rod(payload_bars compound_mG722N).Y,2_rod(payload_bars compound_mG722N).Z,2_rod(payload_bars compound_mG722N).Euler1,2_rod(payload_bars compound_mG722N).Euler2,2_rod(payload_bars compound_mG722N).Euler3,2_rod(payload_bars compound_mG722N).mass,3_rod(payload_bars compound_mG722N).X,3_rod(payload_bars compound_mG722N).Y,3_rod(payload_bars compound_mG722N).Z,3_rod(payload_bars compound_mG722N).Euler1,3_rod(payload_bars compound_mG722N).Euler2,3_rod(payload_bars compound_mG722N).Euler3,3_rod(payload_bars compound_mG722N).mass,4_rod(payload_bars compound_mG722N).X,4_rod(payload_bars compound_mG722N).Y,4_rod(payload_bars compound_mG722N).Z,4_rod(payload_bars compound_mG722N).Euler1,4_rod(payload_bars compound_mG722N).Euler2,4_rod(payload_bars compound_mG722N).Euler3,4_rod(payload_bars compound_mG722N).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
40.8545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.78348,6.67532,-7.06918,-2.62281,-0.939333,-1.42033,0.199491,-4.84279,4.04469,-1.38597,-2.45068,-0.882654,-1.58568,0.199491,-4.26535,5.32874,-3.64522,-2.46577,-0.952592,0.0506402,0.199491,-2.58516,6.75617,-1.47511,-2.4916,-1.01542,-0.0187424,0.199491,-4.18293,7.20779,-2.52847,2.95242,0.418722,1.0786,0.199645,-1.58652,4.47967,-3.28108,2.83866,0.386407,1.05954,0.199491,
40.8646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.81738,6.68774,-7.06739,-2.70739,-0.932908,-1.34709,0.199491,-4.83768,4.02334,-1.34169,-2.5196,-0.890556,-1.53103,0.199491,-4.286,5.31052,-3.62797,-2.45519,-0.949622,0.0448526,0.199491,-2.5698,6.76526,-1.46142,-2.48162,-0.915459,-0.0240811,0.199491,-4.19757,7.20456,-2.50124,2.88976,0.377166,1.05498,0.199645,-1.57427,4.48641,-3.27548,2.94543,0.425841,1.09761,0.199491,
40.8747,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.85191,6.72783,-7.0721,-2.42341,-0.952529,-1.57147,0.199491,-4.83537,4.0245,-1.3012,-2.37779,-0.89316,-1.63925,0.199491,-4.3046,5.29413,-3.61549,-2.45244,-1.07077,0.0442783,0.199491,-2.56283,6.79483,-1.43577,-2.46203,-1.02206,-0.0344149,0.199491,-4.22271,7.21675,-2.47149,2.98515,0.415979,1.09082,0.199645,-1.56075,4.50532,-3.26717,2.87675,0.382924,1.0673,0.199491,
40.8848,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.8652,6.78786,-7.06623,-2.55065,-0.950615,-1.46735,0.199491,-4.84499,4.03635,-1.28382,-2.47523,-0.894711,-1.56004,0.199491,-4.30817,5.29412,-3.60099,-2.45524,-1.24294,0.0441339,0.199491,-2.5658,6.83907,-1.40822,-2.45517,-0.928327,-0.0347928,0.199491,-4.23795,7.23311,-2.4441,2.92151,0.381747,1.06082,0.199645,-1.55955,4.54155,-3.26566,2.94739,0.412721,1.08942,0.199491,
40.8949,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.84709,6.85966,-7.05842,-2.61542,-0.943046,-1.41759,0.199491,-4.85773,4.04795,-1.26418,-2.34191,-0.896115,-1.66371,0.199491,-4.32612,5.29337,-3.59638,-2.43929,-1.21842,0.0278472,0.199491,-2.59019,6.86085,-1.40086,-2.43706,-0.986578,-0.0460752,0.199491,-4.24004,7.26268,-2.40119,2.9856,0.413308,1.0794,0.199645,-1.54661,4.5896,-3.26415,2.8848,0.37997,1.05969,0.199491,
40.905,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.81396,6.94187,-7.04733,-2.42662,-0.944224,-1.5732,0.199491,-4.87657,4.06385,-1.25287,-2.4204,-0.906325,-1.60193,0.199491,-4.33994,5.29751,-3.5898,-2.42212,-1.05329,0.00887091,0.199491,-2.62308,6.87706,-1.39912,-2.43007,-0.920208,-0.0479178,0.199491,-4.22918,7.28801,-2.35538,2.91874,0.379761,1.04645,0.199645,-1.52725,4.64636,-3.25968,2.96445,0.422559,1.08494,0.199491,
40.9151,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.7777,7.02058,-7.02822,-2.44184,-0.936378,-1.55785,0.199491,-4.88891,4.08598,-1.24034,-2.46581,-0.910164,-1.56292,0.199491,-4.34282,5.2992,-3.57673,-2.41517,-1.00563,0.00032275,0.199491,-2.65575,6.89887,-1.3943,-2.40784,-1.02484,-0.0571072,0.199491,-4.2227,7.31096,-2.31322,2.99956,0.422372,1.07082,0.199645,-1.50632,4.71092,-3.24647,2.86801,0.374698,1.03989,0.199491,
40.9252,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.74971,7.09782,-7.00344,-2.60423,-0.920703,-1.42174,0.199491,-4.89623,4.11082,-1.22998,-2.37176,-0.910383,-1.63109,0.199491,-4.34343,5.29535,-3.56304,-2.40914,-1.01154,-0.00538407,0.199491,-2.68628,6.92882,-1.37842,-2.40518,-0.927986,-0.0470082,0.199491,-4.22302,7.32996,-2.27438,2.91501,0.377799,1.0306,0.199645,-1.48317,4.77886,-3.22616,2.89891,0.393032,1.04425,0.199491,
40.9353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.72625,7.17236,-6.97761,-2.55959,-0.91772,-1.45437,0.199491,-4.90616,4.13301,-1.2173,-2.3989,-0.910836,-1.60312,0.199491,-4.3354,5.29625,-3.56638,-2.39716,-0.931992,-0.0172862,0.199491,-2.72243,6.95549,-1.35786,-2.39934,-0.880151,-0.0404577,0.199491,-4.22709,7.35096,-2.2354,2.96986,0.408641,1.04396,0.199645,-1.46738,4.8308,-3.19792,3.01807,0.455801,1.08768,0.199491,
40.9454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.6991,7.23895,-6.95451,-2.35165,-0.914416,-1.61955,0.199491,-4.91884,4.1485,-1.20169,-2.51415,-0.907507,-1.50696,0.199491,-4.32757,5.29876,-3.58022,-2.39154,-0.833208,-0.0255252,0.199491,-2.75879,6.96888,-1.33527,-2.38598,-0.958935,-0.0417616,0.199491,-4.23128,7.36191,-2.19129,3.06909,0.462748,1.07904,0.199645,-1.45868,4.87606,-3.17446,2.96393,0.433074,1.05906,0.199491,
40.9555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.66809,7.29953,-6.93441,-2.16841,-0.893888,-1.76432,0.199491,-4.93649,4.15106,-1.1933,-2.53256,-0.902484,-1.48993,0.199491,-4.33772,5.31332,-3.56688,-2.38338,-0.842943,-0.0300827,0.199491,-2.78247,6.97359,-1.31612,-2.37282,-1.03082,-0.0438463,0.199491,-4.24012,7.36913,-2.15357,3.05696,0.462316,1.06636,0.199645,-1.43889,4.89521,-3.1578,2.91691,0.412804,1.03376,0.199491,
40.9656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.63977,7.34869,-6.92021,-2.16643,-0.88887,-1.76862,0.199491,-4.95081,4.14763,-1.18607,-2.46738,-0.897481,-1.53888,0.199491,-4.33781,5.31565,-3.55677,-2.37156,-0.963063,-0.0393809,0.199491,-2.80273,6.97251,-1.28045,-2.36133,-1.06341,-0.0450798,0.199491,-4.2533,7.3727,-2.11614,2.91823,0.392833,1.00131,0.199645,-1.43016,4.90335,-3.14321,2.96532,0.442825,1.04891,0.199491,
40.9757,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.61624,7.39119,-6.90943,-2.3547,-0.897207,-1.62413,0.199491,-4.96764,4.13544,-1.17379,-2.39667,-0.889223,-1.5922,0.199491,-4.33666,5.31173,-3.54348,-2.36253,-1.00949,-0.0468119,0.199491,-2.81728,6.96941,-1.24709,-2.36614,-0.942181,-0.0357311,0.199491,-4.26729,7.35835,-2.08033,2.86245,0.363895,0.973482,0.199645,-1.42153,4.89916,-3.12701,2.99518,0.462611,1.05712,0.199491,
40.9858,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.59995,7.41681,-6.87948,-2.5273,-0.888976,-1.49063,0.199491,-4.98589,4.11728,-1.16564,-2.47858,-0.881924,-1.52998,0.199491,-4.34337,5.30169,-3.5384,-2.36458,-0.923755,-0.0468426,0.199491,-2.81349,6.96814,-1.21017,-2.3725,-0.783274,-0.03116,0.199491,-4.2775,7.33644,-2.0516,2.89906,0.391586,0.981763,0.199645,-1.41753,4.89053,-3.10606,2.93785,0.436137,1.02498,0.199491,
40.9959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.58345,7.42484,-6.84912,-2.54822,-0.881843,-1.47596,0.199491,-4.99874,4.08715,-1.15174,-2.5538,-0.870058,-1.47592,0.199491,-4.34457,5.29247,-3.53446,-2.37163,-0.787975,-0.0431924,0.199491,-2.80937,6.95665,-1.16592,-2.36972,-0.793928,-0.038723,0.199491,-4.29039,7.32231,-2.02447,2.99229,0.452071,1.01488,0.199645,-1.41837,4.87304,-3.08858,2.90627,0.421935,1.00492,0.199491,
41.006,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.56586,7.42328,-6.81661,-2.47431,-0.880358,-1.53667,0.199491,-5.01115,4.0525,-1.14042,-2.54003,-0.862612,-1.49155,0.199491,-4.35197,5.27444,-3.52522,-2.37575,-0.696855,-0.0424865,0.199491,-2.79982,6.93829,-1.11982,-2.35694,-0.944104,-0.0554621,0.199491,-4.30089,7.31035,-1.99545,3.07217,0.500412,1.04568,0.199645,-1.42035,4.84296,-3.07159,2.93216,0.44122,1.0101,0.199491,
41.0161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.55564,7.41874,-6.78183,-2.37347,-0.8731,-1.61822,0.199491,-5.02482,4.01558,-1.12494,-2.43818,-0.857197,-1.57436,0.199491,-4.35782,5.25914,-3.51839,-2.37604,-0.66922,-0.0439161,0.199491,-2.78627,6.90904,-1.07798,-2.34767,-1.01579,-0.0691139,0.199491,-4.30902,7.28464,-1.96482,2.97547,0.454391,0.998331,0.199645,-1.41973,4.80396,-3.05053,2.94801,0.454028,1.01113,0.199491,
41.0262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54873,7.40844,-6.74885,-2.28903,-0.861421,-1.68557,0.199491,-5.03105,3.97623,-1.10652,-2.41904,-0.84778,-1.594,0.199491,-4.35791,5.25864,-3.51035,-2.36182,-0.817326,-0.0568868,0.199491,-2.77337,6.87212,-1.03011,-2.35875,-0.911598,-0.0656174,0.199491,-4.31682,7.25758,-1.93797,2.84319,0.375686,0.940983,0.199645,-1.42106,4.75948,-3.02428,2.92774,0.445458,0.996794,0.199491,
41.0363,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54646,7.39865,-6.70808,-2.30339,-0.857952,-1.68012,0.199491,-5.03529,3.93338,-1.09526,-2.50669,-0.837771,-1.53457,0.199491,-4.35568,5.25968,-3.49305,-2.35435,-0.853803,-0.0656345,0.199491,-2.75142,6.83946,-0.980434,-2.37213,-0.766968,-0.0633756,0.199491,-4.32077,7.23108,-1.9117,2.90778,0.422649,0.960443,0.199645,-1.42298,4.71158,-3.00499,2.90791,0.435925,0.982278,0.199491,
41.0464,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54403,7.38604,-6.66553,-2.40337,-0.859248,-1.61142,0.199491,-5.03482,3.88836,-1.08346,-2.52775,-0.828369,-1.52611,0.199491,-4.34792,5.26494,-3.46821,-2.35022,-0.855542,-0.0734395,0.199491,-2.72725,6.80588,-0.928822,-2.36265,-0.853757,-0.0817636,0.199491,-4.32053,7.2049,-1.8829,3.0166,0.492671,1.00344,0.199645,-1.43075,4.66825,-2.98645,2.90835,0.438409,0.976947,0.199491,
41.0565,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.54534,7.37359,-6.62031,-2.49981,-0.853882,-1.54634,0.199491,-5.02934,3.84482,-1.06883,-2.26131,-0.809246,-1.72911,0.199491,-4.34606,5.26467,-3.44621,-2.34889,-0.829575,-0.0771126,0.199491,-2.70406,6.76058,-0.883005,-2.34809,-0.939683,-0.10476,0.199491,-4.31743,7.18142,-1.8503,2.86778,0.403651,0.934,0.199645,-1.4375,4.62169,-2.96226,2.89847,0.433629,0.966858,0.199491,
41.0666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.55678,7.36385,-6.57938,-2.461,-0.845418,-1.58144,0.199491,-5.01292,3.81488,-1.06299,-2.21649,-0.802338,-1.76725,0.199491,-4.34791,5.26042,-3.42171,-2.35068,-0.768452,-0.0776987,0.199491,-2.68584,6.71249,-0.841575,-2.37216,-0.777157,-0.0978134,0.199491,-4.30734,7.15994,-1.82133,2.91016,0.429209,0.946469,0.199645,-1.44191,4.58462,-2.9324,2.89058,0.429106,0.959625,0.199491,
41.0767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.58959,7.36572,-6.54581,-2.33807,-0.837418,-1.67704,0.199491,-4.98042,3.80668,-1.05522,-2.3486,-0.818526,-1.67723,0.199491,-4.34003,5.26061,-3.38713,-2.36062,-0.637769,-0.0746076,0.199491,-2.67401,6.68041,-0.834598,-2.37639,-0.727155,-0.104709,0.199491,-4.28319,7.15735,-1.80488,2.91045,0.420315,0.942734,0.199645,-1.44892,4.5906,-2.91769,2.91668,0.440778,0.968705,0.199491,
41.0868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.64067,7.38228,-6.52041,-2.38773,-0.842535,-1.64106,0.199491,-4.9406,3.80986,-1.04379,-2.26539,-0.812619,-1.74562,0.199491,-4.31807,5.26779,-3.35079,-2.34843,-0.721739,-0.0897398,0.199491,-2.66618,6.6733,-0.856904,-2.33932,-0.890321,-0.140419,0.199491,-4.2528,7.16086,-1.7932,2.8539,0.369442,0.920152,0.199645,-1.46695,4.62643,-2.91965,2.88489,0.407791,0.950423,0.199491,
41.0969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.69689,7.39899,-6.49337,-2.49024,-0.846519,-1.56513,0.199491,-4.90088,3.81892,-1.04778,-2.40908,-0.833386,-1.64729,0.199491,-4.31226,5.26847,-3.31867,-2.32294,-0.843845,-0.11452,0.199491,-2.65123,6.66376,-0.870608,-2.31105,-0.945337,-0.17105,0.199491,-4.22499,7.16336,-1.78148,2.99672,0.448003,0.973277,0.199645,-1.47686,4.66838,-2.92801,2.85252,0.374377,0.934622,0.199491,
41.107,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.75019,7.41517,-6.46733,-2.47718,-0.847307,-1.5756,0.199491,-4.85814,3.81669,-1.04625,-2.46916,-0.846311,-1.60834,0.199491,-4.31303,5.26376,-3.29161,-2.28136,-0.981434,-0.151931,0.199491,-2.64593,6.64668,-0.888661,-2.34282,-0.7666,-0.156753,0.199491,-4.19743,7.16901,-1.76707,2.91711,0.379498,0.936433,0.199645,-1.48098,4.702,-2.93171,2.88104,0.380597,0.94103,0.199491,
41.1171,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.80631,7.42921,-6.43985,-2.3607,-0.843632,-1.66271,0.199491,-4.8191,3.80661,-1.03901,-2.24407,-0.837944,-1.78208,0.199491,-4.31165,5.25634,-3.26695,-2.2439,-1.05038,-0.186872,0.199491,-2.63916,6.62824,-0.90807,-2.31243,-0.841486,-0.187483,0.199491,-4.17398,7.1657,-1.74879,2.85925,0.322734,0.914513,0.199645,-1.48745,4.73502,-2.93278,2.90625,0.383773,0.945456,0.199491,
41.1272,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.86641,7.43765,-6.40999,-2.28767,-0.838735,-1.71552,0.199491,-4.7801,3.79495,-1.03152,-2.22564,-0.843593,-1.80015,0.199491,-4.30768,5.24499,-3.23871,-2.2481,-0.995186,-0.185033,0.199491,-2.6317,6.61456,-0.916592,-2.22911,-1.01817,-0.260741,0.199491,-4.15795,7.15927,-1.73239,2.99979,0.402963,0.961029,0.199645,-1.49467,4.7639,-2.93164,2.86645,0.342296,0.926592,0.199491,
41.1373,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.92797,7.44432,-6.38474,-2.34102,-0.844292,-1.67499,0.199491,-4.74254,3.78149,-1.02161,-2.38564,-0.868143,-1.68268,0.199491,-4.30146,5.23192,-3.21856,-2.28175,-0.820764,-0.160894,0.199491,-2.62617,6.59612,-0.916792,-2.26807,-0.892901,-0.233312,0.199491,-4.14441,7.14749,-1.7153,2.96219,0.362339,0.942662,0.199645,-1.50231,4.77599,-2.92501,2.88374,0.339417,0.927943,0.199491,
41.1474,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-1.98161,7.447,-6.3632,-2.37324,-0.848229,-1.65405,0.199491,-4.71543,3.76266,-1.01901,-2.3262,-0.864804,-1.73411,0.199491,-4.30154,5.22892,-3.19509,-2.29246,-0.720263,-0.158142,0.199491,-2.61214,6.56833,-0.910802,-2.28678,-0.804123,-0.225385,0.199491,-4.13836,7.1264,-1.69829,2.87858,0.290574,0.91146,0.199645,-1.50831,4.77269,-2.93116,2.94776,0.372405,0.945501,0.199491,
41.1575,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.01919,7.44873,-6.34742,-2.26542,-0.842723,-1.74269,0.199491,-4.69798,3.73322,-1.0169,-2.23181,-0.851415,-1.81303,0.199491,-4.30146,5.22386,-3.17246,-2.25857,-0.815525,-0.189799,0.199491,-2.59732,6.54103,-0.901199,-2.19245,-0.987649,-0.309101,0.199491,-4.1328,7.10086,-1.67462,2.98859,0.360923,0.941546,0.199645,-1.52309,4.75991,-2.94792,2.83149,0.280188,0.90366,0.199491,
41.1676,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.04547,7.45617,-6.33882,-2.25618,-0.843406,-1.76062,0.199491,-4.68679,3.69993,-1.0138,-2.15059,-0.836048,-1.88301,0.199491,-4.30614,5.21201,-3.15203,-2.20648,-0.932332,-0.238409,0.199491,-2.58131,6.50298,-0.8903,-2.24329,-0.857257,-0.278004,0.199491,-4.12237,7.07249,-1.6461,2.96237,0.336355,0.926824,0.199645,-1.53082,4.73802,-2.96452,2.85722,0.291972,0.907143,0.199491,
41.1777,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.06398,7.46262,-6.3272,-2.37674,-0.857333,-1.68064,0.199491,-4.67491,3.66678,-1.00948,-2.27765,-0.858366,-1.79621,0.199491,-4.31509,5.20364,-3.13593,-2.06792,-1.1284,-0.362897,0.199491,-2.56641,6.46093,-0.875716,-2.23266,-0.850732,-0.293543,0.199491,-4.11366,7.04313,-1.61392,2.88051,0.268647,0.895567,0.199645,-1.52472,4.70606,-2.9803,2.90232,0.318841,0.916223,0.199491,
41.1878,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.08091,7.47208,-6.317,-2.39642,-0.862431,-1.67453,0.199491,-4.66389,3.63235,-0.998842,-2.2937,-0.856512,-1.79048,0.199491,-4.31095,5.19341,-3.11694,-2.08408,-1.07783,-0.352386,0.199491,-2.54644,6.42845,-0.849964,-2.13515,-0.993137,-0.374989,0.199491,-4.11155,7.00771,-1.58078,2.99131,0.345901,0.922402,0.199645,-1.52333,4.67453,-2.99275,2.85449,0.275866,0.897174,0.199491,
41.1979,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.09886,7.48646,-6.30902,-2.25478,-0.852326,-1.79067,0.199491,-4.65358,3.61756,-0.991945,-2.03905,-0.801293,-1.98387,0.199491,-4.30977,5.18649,-3.09254,-2.1649,-0.915438,-0.290146,0.199491,-2.52951,6.40298,-0.823055,-2.23782,-0.784907,-0.295908,0.199491,-4.10025,6.97436,-1.54426,2.88452,0.259344,0.885888,0.199645,-1.51688,4.65274,-3.00188,2.86278,0.276751,0.898472,0.199491,
41.208,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.10767,7.50015,-6.30826,-2.14023,-0.839376,-1.886,0.199491,-4.63253,3.61613,-0.971419,-2.08044,-0.81765,-1.95782,0.199491,-4.30197,5.1815,-3.06469,-2.14145,-0.934077,-0.315153,0.199491,-2.53832,6.3832,-0.820443,-2.18504,-0.869765,-0.334807,0.199491,-4.07848,6.96039,-1.50955,2.94823,0.299366,0.899844,0.199645,-1.50668,4.65342,-3.01204,2.90112,0.299453,0.912029,0.199491,
41.2181,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.11196,7.51533,-6.30671,-2.31318,-0.87889,-1.7624,0.199491,-4.61911,3.62033,-0.950806,-2.31979,-0.872211,-1.78094,0.199491,-4.29241,5.17702,-3.03126,-2.09408,-0.989495,-0.359368,0.199491,-2.54211,6.37447,-0.824296,-2.08009,-1.0057,-0.415628,0.199491,-4.05798,6.94128,-1.47273,2.93578,0.282665,0.894183,0.199645,-1.49887,4.66493,-3.02443,2.84731,0.250296,0.898166,0.199491,
41.2282,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.12188,7.53385,-6.3035,-2.43669,-0.900792,-1.67013,0.199491,-4.60493,3.62604,-0.932913,-2.08983,-0.829226,-1.95513,0.199491,-4.28776,5.1703,-2.99614,-2.0771,-0.995035,-0.377158,0.199491,-2.54055,6.37192,-0.806382,-2.196,-0.794825,-0.318319,0.199491,-4.046,6.92538,-1.43912,2.88932,0.237419,0.878894,0.199645,-1.48591,4.67265,-3.03489,2.85503,0.249518,0.901471,0.199491,
41.2383,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.13214,7.55715,-6.29923,-2.1805,-0.877133,-1.87258,0.199491,-4.59583,3.6275,-0.910813,-2.13548,-0.842154,-1.92173,0.199491,-4.28247,5.16255,-2.96105,-2.09462,-0.952237,-0.365771,0.199491,-2.5367,6.37513,-0.785,-2.11358,-0.919359,-0.376154,0.199491,-4.04293,6.90993,-1.40275,3.00325,0.319362,0.906773,0.199645,-1.47195,4.67547,-3.04347,2.9128,0.286479,0.916688,0.199491,
41.2484,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-2.13666,7.58161,-6.29089,-1.97791,-0.830506,-2.02983,0.199491,-4.59473,3.62209,-0.886874,-2.161,-0.847959,-1.90399,0.199491,-4.28044,5.15627,-2.9321,-2.08674,-0.9484,-0.37548,0.199491,-2.52845,6.37462,-0.76523,-2.09084,-0.932644,-0.388404,0.199491,-4.03945,6.89072,-1.36477,2.90234,0.237723,0.875815,0.199645,-1.458,4.6761,-3.05294,2.85261,0.234559,0.898333,0.199491,
