time,0_rod(payload_bars compound_bKQiH2).X,0_rod(payload_bars compound_bKQiH2).Y,0_rod(payload_bars compound_bKQiH2).Z,0_rod(payload_bars compound_bKQiH2).Euler1,0_rod(payload_bars compound_bKQiH2).Euler2,0_rod(payload_bars compound_bKQiH2).Euler3,0_rod(payload_bars compound_bKQiH2).mass,1_rod(payload_bars compound_bKQiH2).X,1_rod(payload_bars compound_bKQiH2).Y,1_rod(payload_bars compound_bKQiH2).Z,1_rod(payload_bars compound_bKQiH2).Euler1,1_rod(payload_bars compound_bKQiH2).Euler2,1_rod(payload_bars compound_bKQiH2).Euler3,1_rod(payload_bars compound_bKQiH2).mass,2_rod(payload_bars compound_bKQiH2).X,2_rod(payload_bars compound_bKQiH2).Y,2_rod(payload_bars compound_bKQiH2).Z,2_rod(payload_bars compound_bKQiH2).Euler1,2_rod(payload_bars compound_bKQiH2).Euler2,2_rod(payload_bars compound_bKQiH2).Euler3,2_rod(payload_bars compound_bKQiH2).mass,3_rod(payload_bars compound_bKQiH2).X,3_rod(payload_bars compound_bKQiH2).Y,3_rod(payload_bars compound_bKQiH2).Z,3_rod(payload_bars compound_bKQiH2).Euler1,3_rod(payload_bars compound_bKQiH2).Euler2,3_rod(payload_bars compound_bKQiH2).Euler3,3_rod(payload_bars compound_bKQiH2).mass,4_rod(sense_bar compound_bKQiH2).X,4_rod(sense_bar compound_bKQiH2).Y,4_rod(sense_bar compound_bKQiH2).Z,4_rod(sense_bar compound_bKQiH2).Euler1,4_rod(sense_bar compound_bKQiH2).Euler2,4_rod(sense_bar compound_bKQiH2).Euler3,4_rod(sense_bar compound_bKQiH2).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.7878,9.01622e-05,19.5894,0.0271499,-1.89589,-0.613301,0.509827,0.24652,9.01622e-05,19.5894,0.0271499,-1.89589,-0.613301,0.509827,0.24652,9.01622e-05,19.5894,0.0271499,-1.89589,-0.613301,0.509827,0.24652,9.01622e-05,19.5894,0.0271499,-1.89589,-0.613301,0.509827,0.24652,9.01622e-05,19.5894,0.0271499,-1.89589,-0.613301,0.509827,0.24652,-0.0862077,19.1897,-0.262744,-1.21348,-0.443593,-1.20752,0.00229658,0.102888,19.1197,-0.362316,0.606363,0.813436,-1.29306,0.00229658,-0.027729,19.2671,-0.427375,-1.96412,0.436281,-1.07473,0.00229525,0.00622661,19.0953,-0.184643,-2.39222,-0.637259,1.05621,0.00229525,-0.0455497,19.0724,-0.381579,-1.3217,0.0897868,2.97241,0.00230071,0.114469,19.2586,-0.3045,2.94812,0.638945,-0.769237,0.00230071,
0.7979,0.0024379,18.8107,0.00324055,-2.93718,-1.16345,1.56021,0.24652,0.0024379,18.8107,0.00324055,-2.93718,-1.16345,1.56021,0.24652,0.0024379,18.8107,0.00324055,-2.93718,-1.16345,1.56021,0.24652,0.0024379,18.8107,0.00324055,-2.93718,-1.16345,1.56021,0.24652,0.0024379,18.8107,0.00324055,-2.93718,-1.16345,1.56021,0.24652,-0.122303,18.3159,0.121503,-0.36744,-1.16317,-2.49083,0.00229658,0.0431541,18.1786,0.128415,-0.831796,0.73789,-2.24581,0.00229658,-0.046637,18.2569,-0.0604842,-2.26173,-0.035391,-0.796173,0.00229525,-0.0586355,18.3199,0.25703,-3.03237,-0.493901,1.82824,0.00229525,-0.102622,18.163,0.132156,-1.72395,-0.623281,-3.05838,0.00230071,0.0992123,18.3303,0.063583,-2.76155,0.609153,0.525954,0.00230071,
0.808,0.00226826,18.0033,-0.015209,2.22163,-0.713764,2.84795,0.24652,0.00226826,18.0033,-0.015209,2.22163,-0.713764,2.84795,0.24652,0.00226826,18.0033,-0.015209,2.22163,-0.713764,2.84795,0.24652,0.00226826,18.0033,-0.015209,2.22163,-0.713764,2.84795,0.24652,0.00226826,18.0033,-0.015209,2.22163,-0.713764,2.84795,0.24652,-0.129742,17.6978,0.398072,1.79139,-0.924252,1.83925,0.00229658,0.0584534,17.6262,0.517341,-1.13033,0.209894,3.01279,0.00229658,-0.030428,17.5617,0.328215,-1.80008,-0.606558,-0.381093,0.00229525,-0.0631211,17.801,0.475982,3.07777,-0.386411,2.6134,0.00229525,-0.0911956,17.6061,0.526352,-1.84064,-1.50177,-2.71856,0.00230071,0.0864203,17.7681,0.375732,-2.13535,0.231566,1.04514,0.00230071,
0.8181,-8.23645e-05,17.1743,-0.0196075,2.12062,-0.0859447,-2.96266,0.24652,-8.23645e-05,17.1743,-0.0196075,2.12062,-0.0859447,-2.96266,0.24652,-8.23645e-05,17.1743,-0.0196075,2.12062,-0.0859447,-2.96266,0.24652,-8.23645e-05,17.1743,-0.0196075,2.12062,-0.0859447,-2.96266,0.24652,-8.23645e-05,17.1743,-0.0196075,2.12062,-0.0859447,-2.96266,0.24652,-0.0510493,17.2889,0.43271,1.61844,-0.228353,1.67631,0.00229658,0.0523472,17.2902,0.604362,-1.2064,-0.310685,2.87644,0.00229658,0.00505447,17.1268,0.497383,2.65569,-0.976475,1.4405,0.00229525,-0.0136841,17.4268,0.460883,2.42337,-0.112468,-2.91222,0.00229525,-0.0548067,17.3096,0.607772,1.17465,-0.807529,0.292916,0.00230071,0.144725,17.3019,0.490468,-1.98834,0.638717,2.28246,0.00230071,
0.8282,-0.00179301,16.3423,-0.00959202,2.2971,0.473808,-2.41879,0.24652,-0.00179301,16.3423,-0.00959202,2.2971,0.473808,-2.41879,0.24652,-0.00179301,16.3423,-0.00959202,2.2971,0.473808,-2.41879,0.24652,-0.00179301,16.3423,-0.00959202,2.2971,0.473808,-2.41879,0.24652,-0.00179301,16.3423,-0.00959202,2.2971,0.473808,-2.41879,0.24652,-0.0706847,16.7434,0.350271,1.44435,0.584869,2.19498,0.00229658,0.159684,16.8364,0.301084,-0.142333,-0.617165,1.8542,0.00229658,0.0458187,16.6514,0.45249,2.28669,-0.247862,2.0809,0.00229525,-0.0359888,16.8319,0.228475,2.71898,-0.139598,-2.20803,0.00229525,0.0355127,16.8429,0.430918,1.67542,-0.0396534,0.24762,0.00230071,0.13174,16.717,0.255836,-2.45922,-1.16466,2.22591,0.00230071,
0.8383,-0.0050823,15.5115,0.0127975,2.86298,0.769366,-1.52831,0.24652,-0.0050823,15.5115,0.0127975,2.86298,0.769366,-1.52831,0.24652,-0.0050823,15.5115,0.0127975,2.86298,0.769366,-1.52831,0.24652,-0.0050823,15.5115,0.0127975,2.86298,0.769366,-1.52831,0.24652,-0.0050823,15.5115,0.0127975,2.86298,0.769366,-1.52831,0.24652,0.00311235,16.0387,-0.00741349,1.94764,1.2096,2.65518,0.00229658,0.168714,16.0723,-0.15982,0.348146,-0.16327,1.04628,0.00229658,0.140905,16.0308,0.0805288,2.06752,-0.209365,2.74733,0.00229525,-0.00179785,16.0056,-0.144968,2.6713,0.00740414,-1.65228,0.00229525,0.115786,16.1699,-0.0159555,1.77863,0.283275,0.3427,0.00230071,0.192263,15.9209,-0.135558,1.66066,-1.17851,-1.52399,0.00230071,
0.8484,-0.00261329,14.6856,0.031356,-2.88372,0.626746,-0.653747,0.24652,-0.00261329,14.6856,0.031356,-2.88372,0.626746,-0.653747,0.24652,-0.00261329,14.6856,0.031356,-2.88372,0.626746,-0.653747,0.24652,-0.00261329,14.6856,0.031356,-2.88372,0.626746,-0.653747,0.24652,-0.00261329,14.6856,0.031356,-2.88372,0.626746,-0.653747,0.24652,-0.0235764,15.0396,-0.342143,-1.53561,0.923589,-0.848867,0.00229658,0.145953,15.039,-0.471998,0.0609226,0.439836,0.777864,0.00229658,0.120834,15.1078,-0.270846,1.8888,0.39227,3.0406,0.00229525,-0.0582655,14.9503,-0.45572,2.78899,0.0943535,-0.80423,0.00229525,0.0371534,15.1439,-0.465169,2.09763,1.35247,0.818298,0.00230071,0.132061,14.9061,-0.368577,1.92005,-1.17085,-2.0763,0.00230071,
0.8585,-0.00118679,13.8578,0.0372512,-2.66874,0.281348,-0.0528448,0.24652,-0.00118679,13.8578,0.0372512,-2.66874,0.281348,-0.0528448,0.24652,-0.00118679,13.8578,0.0372512,-2.66874,0.281348,-0.0528448,0.24652,-0.00118679,13.8578,0.0372512,-2.66874,0.281348,-0.0528448,0.24652,-0.00118679,13.8578,0.0372512,-2.66874,0.281348,-0.0528448,0.24652,-0.0501572,13.916,-0.438906,-1.70518,0.186304,-1.20676,0.00229658,0.110792,13.81,-0.577889,-0.0767047,0.0993795,-0.0509536,0.00229658,0.105669,13.9983,-0.461692,1.62573,1.01617,3.03328,0.00229525,-0.0661004,13.7778,-0.504799,3.00066,0.244837,-0.229745,0.00229525,-0.0133512,13.93,-0.605033,-1.47312,1.00829,-2.70327,0.00230071,0.114293,13.7727,-0.418732,1.59174,-0.186542,-1.8205,0.00230071,
0.8686,0.000546592,13.0169,0.0337701,-2.68663,-0.107497,0.491666,0.24652,0.000546592,13.0169,0.0337701,-2.68663,-0.107497,0.491666,0.24652,0.000546592,13.0169,0.0337701,-2.68663,-0.107497,0.491666,0.24652,0.000546592,13.0169,0.0337701,-2.68663,-0.107497,0.491666,0.24652,0.000546592,13.0169,0.0337701,-2.68663,-0.107497,0.491666,0.24652,-0.0882314,12.8227,-0.454493,-1.90745,-0.0810952,-0.556486,0.00229658,0.0931486,12.744,-0.421725,0.433837,-0.141626,-0.734051,0.00229658,0.0749254,12.8794,-0.501556,1.15869,1.38483,2.78634,0.00229525,-0.119324,12.6973,-0.367079,2.95076,0.404586,0.446152,0.00229525,-0.035082,12.7034,-0.568099,-2.42343,0.611452,3.13168,0.00230071,0.0896794,12.6574,-0.320619,1.64693,0.731897,-1.16468,0.00230071,
0.8787,0.00250153,12.164,0.0191432,-2.87397,-0.389472,1.02982,0.24652,0.00250153,12.164,0.0191432,-2.87397,-0.389472,1.02982,0.24652,0.00250153,12.164,0.0191432,-2.87397,-0.389472,1.02982,0.24652,0.00250153,12.164,0.0191432,-2.87397,-0.389472,1.02982,0.24652,0.00250153,12.164,0.0191432,-2.87397,-0.389472,1.02982,0.24652,-0.115858,11.7211,-0.196766,-1.71242,-0.920196,-1.02995,0.00229658,0.0732654,11.6601,-0.200996,0.395988,0.123331,-1.07382,0.00229658,0.0088256,11.7453,-0.320944,-2.2353,0.778502,-0.497591,0.00229525,-0.112975,11.667,-0.0509334,-2.85568,0.235201,1.15049,0.00229525,-0.0923344,11.5729,-0.242005,-1.79773,-0.232725,-2.65153,0.00230071,0.0444943,11.5769,-0.0526227,1.05802,1.0043,-1.56543,0.00230071,
0.8888,0.00389889,11.2895,0.00412226,3.07893,-0.515902,1.64805,0.24652,0.00389889,11.2895,0.00412226,3.07893,-0.515902,1.64805,0.24652,0.00389889,11.2895,0.00412226,3.07893,-0.515902,1.64805,0.24652,0.00389889,11.2895,0.00412226,3.07893,-0.515902,1.64805,0.24652,0.00389889,11.2895,0.00412226,3.07893,-0.515902,1.64805,0.24652,-0.153809,10.775,0.028891,-2.39224,-1.39779,-0.0688803,0.00229658,0.0602134,10.7788,0.0781176,-0.187217,0.0832116,-1.84097,0.00229658,-0.0210299,10.7626,-0.0561474,-2.04341,0.150932,-0.17633,0.00229525,-0.167741,10.8218,0.177667,-3.02161,0.119923,1.91773,0.00229525,-0.0885938,10.649,0.0890908,-1.8053,-0.640324,-2.90453,0.00230071,0.0263605,10.7911,0.229674,-0.573623,1.35259,2.72769,0.00230071,
0.8989,0.00403784,10.3985,-0.00912998,2.71831,-0.435634,2.31483,0.24652,0.00403784,10.3985,-0.00912998,2.71831,-0.435634,2.31483,0.24652,0.00403784,10.3985,-0.00912998,2.71831,-0.435634,2.31483,0.24652,0.00403784,10.3985,-0.00912998,2.71831,-0.435634,2.31483,0.24652,0.00403784,10.3985,-0.00912998,2.71831,-0.435634,2.31483,0.24652,-0.161634,10.0367,0.265853,0.855802,-0.948543,2.54306,0.00229658,0.049774,9.9519,0.283528,-0.0717389,0.115745,-2.02802,0.00229658,-0.0316047,9.87708,0.198197,-2.6583,-0.29888,-0.102461,0.00229525,-0.115667,10.1023,0.399937,2.76617,-0.222331,2.65417,0.00229525,-0.124402,9.89039,0.364517,-2.65796,-1.22407,-2.38867,0.00230071,0.0241113,9.9897,0.457156,-1.52542,1.32992,2.19969,0.00230071,
0.909,0.00325718,9.48967,-0.0178342,2.51442,-0.22278,2.80619,0.24652,0.00325718,9.48967,-0.0178342,2.51442,-0.22278,2.80619,0.24652,0.00325718,9.48967,-0.0178342,2.51442,-0.22278,2.80619,0.24652,0.00325718,9.48967,-0.0178342,2.51442,-0.22278,2.80619,0.24652,0.00325718,9.48967,-0.0178342,2.51442,-0.22278,2.80619,0.24652,-0.145979,9.27119,0.433675,1.95498,-0.502108,1.84622,0.00229658,0.0536671,9.31495,0.447901,-0.145813,-0.279348,-2.8848,0.00229658,-0.0041553,9.18114,0.437613,-2.60343,-0.453618,0.646913,0.00229525,-0.142538,9.41465,0.469925,-2.83887,-0.277476,2.69351,0.00229525,-0.0836547,9.25364,0.610483,1.10708,-1.04595,1.12628,0.00230071,0.0469206,9.45511,0.503577,-1.67954,-0.167385,1.87408,0.00230071,
0.9191,0.000613615,8.56958,-0.0188699,2.46373,0.0593604,-3.0639,0.24652,0.000613615,8.56958,-0.0188699,2.46373,0.0593604,-3.0639,0.24652,0.000613615,8.56958,-0.0188699,2.46373,0.0593604,-3.0639,0.24652,0.000613615,8.56958,-0.0188699,2.46373,0.0593604,-3.0639,0.24652,0.000613615,8.56958,-0.0188699,2.46373,0.0593604,-3.0639,0.24652,-0.107549,8.6393,0.44342,1.57392,-0.109993,1.68191,0.00229658,0.0868002,8.63926,0.533236,-0.253209,0.0254298,2.92885,0.00229658,0.00898879,8.50868,0.521926,-2.47422,-1.19768,0.420257,0.00229525,-0.0359357,8.79054,0.456919,3.08846,0.255031,-2.95576,0.00229525,-0.0779705,8.66835,0.60067,1.32954,-0.812087,-0.0589724,0.00230071,0.133596,8.76507,0.458312,-1.91983,-0.326103,2.42144,0.00230071,
0.9292,-0.000833302,7.63942,-0.0118721,2.53698,0.32942,-2.6119,0.24652,-0.000833302,7.63942,-0.0118721,2.53698,0.32942,-2.6119,0.24652,-0.000833302,7.63942,-0.0118721,2.53698,0.32942,-2.6119,0.24652,-0.000833302,7.63942,-0.0118721,2.53698,0.32942,-2.6119,0.24652,-0.000833302,7.63942,-0.0118721,2.53698,0.32942,-2.6119,0.24652,-0.0892742,7.9852,0.374415,1.25181,0.512434,2.25388,0.00229658,0.118898,7.96366,0.380823,-0.140622,0.017512,2.60655,0.00229658,0.0363872,7.86568,0.471143,2.34199,-1.01465,2.30711,0.00229525,-0.022415,8.12798,0.295927,2.66857,0.191406,-2.17935,0.00229525,0.000543673,8.07911,0.474548,1.36094,-0.184684,0.22929,0.00230071,0.119014,8.05771,0.266922,-1.91711,-0.617869,2.49363,0.00230071,
0.9393,-0.00154644,6.70699,-0.000852133,2.72706,0.544662,-2.09226,0.24652,-0.00154644,6.70699,-0.000852133,2.72706,0.544662,-2.09226,0.24652,-0.00154644,6.70699,-0.000852133,2.72706,0.544662,-2.09226,0.24652,-0.00154644,6.70699,-0.000852133,2.72706,0.544662,-2.09226,0.24652,-0.00154644,6.70699,-0.000852133,2.72706,0.544662,-2.09226,0.24652,-0.0780857,7.16305,0.217382,2.54155,1.01519,2.66986,0.00229658,0.13003,7.16149,0.174807,0.117264,-0.12512,2.00149,0.00229658,0.103365,7.15705,0.318101,1.7263,-1.11487,3.06652,0.00229525,-0.0645218,7.20654,0.0776713,3.10571,-0.324246,-1.93542,0.00229525,0.0147356,7.32248,0.250739,1.56797,0.369347,0.0617258,0.00230071,0.134142,7.24582,0.04276,-1.4219,-1.10687,1.81193,0.00230071,
0.9494,-0.00218653,5.76925,0.0118203,3.06494,0.664543,-1.47016,0.24652,-0.00218653,5.76925,0.0118203,3.06494,0.664543,-1.47016,0.24652,-0.00218653,5.76925,0.0118203,3.06494,0.664543,-1.47016,0.24652,-0.00218653,5.76925,0.0118203,3.06494,0.664543,-1.47016,0.24652,-0.00218653,5.76925,0.0118203,3.06494,0.664543,-1.47016,0.24652,-0.0267622,6.27129,-0.00111855,-2.81933,1.35389,-2.40862,0.00229658,0.140004,6.34358,-0.0520958,0.304817,-0.089593,1.40463,0.00229658,0.0893758,6.31165,0.112797,1.76548,-0.128818,2.85507,0.00229525,-0.0290125,6.27464,-0.147725,2.88691,0.0701732,-1.2861,0.00229525,-0.0159658,6.43468,-0.0174672,1.83203,0.581655,0.440352,0.00230071,0.150772,6.23441,-0.17259,-1.37951,-1.40111,2.14427,0.00230071,
0.9595,-0.0021624,4.83025,0.0275711,-2.80053,0.517193,-0.734039,0.24652,-0.0021624,4.83025,0.0275711,-2.80053,0.517193,-0.734039,0.24652,-0.0021624,4.83025,0.0275711,-2.80053,0.517193,-0.734039,0.24652,-0.0021624,4.83025,0.0275711,-2.80053,0.517193,-0.734039,0.24652,-0.0021624,4.83025,0.0275711,-2.80053,0.517193,-0.734039,0.24652,-0.0703266,5.2204,-0.313464,-2.22627,1.48561,-1.13728,0.00229658,0.147721,5.22897,-0.283879,0.342128,-0.877037,0.57912,0.00229658,0.0512723,5.30588,-0.174072,-2.65156,0.189301,-2.65281,0.00229525,0.00588147,5.11516,-0.385857,-2.82411,0.371009,-0.776502,0.00229525,0.0530871,5.35123,-0.351158,2.17559,0.9928,0.841618,0.00230071,0.118119,5.2632,-0.459688,0.452157,-1.38004,0.497301,0.00230071,
0.9696,-0.000337817,3.88544,0.0353496,-2.60894,0.336039,-0.350172,0.24652,-0.000337817,3.88544,0.0353496,-2.60894,0.336039,-0.350172,0.24652,-0.000337817,3.88544,0.0353496,-2.60894,0.336039,-0.350172,0.24652,-0.000337817,3.88544,0.0353496,-2.60894,0.336039,-0.350172,0.24652,-0.000337817,3.88544,0.0353496,-2.60894,0.336039,-0.350172,0.24652,-0.111808,4.06106,-0.4486,-1.29075,0.562444,-1.34395,0.00229658,0.113397,4.12573,-0.413692,0.180721,-0.315237,0.371693,0.00229658,0.0341478,4.2427,-0.376283,2.76459,0.314551,-2.33646,0.00229525,-0.024746,3.95294,-0.462997,-2.99027,0.423362,-0.58706,0.00229525,-0.0300131,4.17435,-0.555417,-2.80281,1.04143,2.36629,0.00230071,0.129023,4.03383,-0.545728,1.3041,-0.352033,-0.731392,0.00230071,
0.9797,3.683e-05,2.92981,0.0372673,-2.50406,0.103406,-0.053989,0.24652,3.683e-05,2.92981,0.0372673,-2.50406,0.103406,-0.053989,0.24652,3.683e-05,2.92981,0.0372673,-2.50406,0.103406,-0.053989,0.24652,3.683e-05,2.92981,0.0372673,-2.50406,0.103406,-0.053989,0.24652,3.683e-05,2.92981,0.0372673,-2.50406,0.103406,-0.053989,0.24652,-0.0941521,2.981,-0.461348,-1.39789,0.415537,-0.939196,0.00229658,0.100346,2.98288,-0.463626,0.0180716,0.329332,0.206139,0.00229658,0.0142638,3.14398,-0.494381,2.80109,1.21521,-2.22797,0.00229525,-0.0639746,2.82933,-0.471008,3.11177,0.200063,-0.0546689,0.00229525,-0.00494474,2.95369,-0.621055,-1.20298,0.90177,-2.53165,0.00230071,0.118188,2.83107,-0.49719,1.41235,-0.298351,-0.480397,0.00230071,
0.9898,0.00411415,2.4078,0.208513,2.12087,-0.698297,2.5911,0.24652,0.00411415,2.4078,0.208513,2.12087,-0.698297,2.5911,0.24652,0.00411415,2.4078,0.208513,2.12087,-0.698297,2.5911,0.24652,0.00411415,2.4078,0.208513,2.12087,-0.698297,2.5911,0.24652,0.00411415,2.4078,0.208513,2.12087,-0.698297,2.5911,0.24652,-0.17294,2.0682,0.440819,1.41277,-0.660167,1.652,0.00229658,-0.0156303,1.95583,0.585393,-0.36031,-0.38713,-2.75462,0.00229658,-0.0884529,1.91306,0.351816,2.74494,-0.192765,0.357694,0.00229525,-0.136136,2.19514,0.64312,3.05805,0.549963,0.993887,0.00229525,-0.152725,1.98489,0.538962,1.90885,-1.34068,-0.975921,0.00230071,0.043597,2.10463,0.570274,-2.44182,0.750965,1.21841,0.00230071,
0.9999,-0.00352589,3.56912,1.33585,-2.32591,0.459479,-0.573656,0.24652,-0.00352589,3.56912,1.33585,-2.32591,0.459479,-0.573656,0.24652,-0.00352589,3.56912,1.33585,-2.32591,0.459479,-0.573656,0.24652,-0.00352589,3.56912,1.33585,-2.32591,0.459479,-0.573656,0.24652,-0.00352589,3.56912,1.33585,-2.32591,0.459479,-0.573656,0.24652,-0.184269,3.97768,1.08721,-2.19877,0.479775,-1.64394,0.00229658,0.045785,3.89122,0.95794,0.694654,0.69915,1.07007,0.00229658,0.0315837,4.02006,1.05936,2.78353,-0.220885,-2.52923,0.00229525,-0.224221,3.88018,0.981909,-2.72209,-0.948724,2.07357,0.00229525,-0.110591,4.00382,0.954804,2.60117,1.08269,1.00353,0.00230071,-0.0413417,3.76072,0.921747,1.4158,-0.321518,-1.27238,0.00230071,
1.01,-0.0108431,4.79764,2.39306,1.69271,-0.781821,2.91281,0.24652,-0.0108431,4.79764,2.39306,1.69271,-0.781821,2.91281,0.24652,-0.0108431,4.79764,2.39306,1.69271,-0.781821,2.91281,0.24652,-0.0108431,4.79764,2.39306,1.69271,-0.781821,2.91281,0.24652,-0.0108431,4.79764,2.39306,1.69271,-0.781821,2.91281,0.24652,-0.188295,4.40076,2.64022,2.45189,-0.201151,1.69341,0.00229658,0.0324393,4.36063,2.70921,-0.803633,-0.461886,-2.44617,0.00229658,-0.0771158,4.30338,2.5948,-2.73274,-0.0261723,-0.107408,0.00229525,-0.121196,4.55612,2.80953,-3.02491,-0.376755,1.06149,0.00229525,-0.179589,4.42717,2.76196,2.89715,-0.676442,-1.61383,0.00230071,0.0551309,4.45378,2.80408,-1.66372,1.22578,2.96582,0.00230071,
1.0201,-0.0220579,5.93107,3.49825,2.84025,1.27479,-1.88164,0.24652,-0.0220579,5.93107,3.49825,2.84025,1.27479,-1.88164,0.24652,-0.0220579,5.93107,3.49825,2.84025,1.27479,-1.88164,0.24652,-0.0220579,5.93107,3.49825,2.84025,1.27479,-1.88164,0.24652,-0.0220579,5.93107,3.49825,2.84025,1.27479,-1.88164,0.24652,-0.101946,6.37718,3.62977,-0.0505287,1.15386,-0.0738689,0.00229658,0.0941772,6.41587,3.63514,1.2987,0.00989086,1.67671,0.00229658,-0.0007388,6.38938,3.77041,2.79755,0.933358,2.76126,0.00229525,-0.0544936,6.38907,3.44341,2.86634,-0.582648,-2.71597,0.00229525,-0.066591,6.50609,3.58257,1.48913,0.691907,-0.0183943,0.00230071,0.0736845,6.46035,3.46849,-1.47186,-1.36307,-3.03962,0.00230071,
1.0302,-0.0210183,7.13161,4.62058,-1.68636,-0.212797,-0.232832,0.24652,-0.0210183,7.13161,4.62058,-1.68636,-0.212797,-0.232832,0.24652,-0.0210183,7.13161,4.62058,-1.68636,-0.212797,-0.232832,0.24652,-0.0210183,7.13161,4.62058,-1.68636,-0.212797,-0.232832,0.24652,-0.0210183,7.13161,4.62058,-1.68636,-0.212797,-0.232832,0.24652,-0.289796,7.12512,4.17743,-1.02208,-0.186528,-1.91377,0.00229658,-0.0828561,7.06036,4.10033,0.215064,0.512824,-0.208897,0.00229658,-0.119341,7.22403,4.1245,-2.44147,-0.102733,-1.65962,0.00229525,-0.194421,6.93963,4.25223,2.92919,0.0386162,-1.32148,0.00229525,-0.214399,6.94836,4.0864,-1.39592,0.266197,3.0086,0.00230071,-0.0473167,6.94357,4.15927,2.16017,0.20769,-0.751139,0.00230071,
1.0403,-0.0282522,8.31118,5.68971,-0.794902,-1.27627,-0.976321,0.24652,-0.0282522,8.31118,5.68971,-0.794902,-1.27627,-0.976321,0.24652,-0.0282522,8.31118,5.68971,-0.794902,-1.27627,-0.976321,0.24652,-0.0282522,8.31118,5.68971,-0.794902,-1.27627,-0.976321,0.24652,-0.0282522,8.31118,5.68971,-0.794902,-1.27627,-0.976321,0.24652,-0.250291,7.87379,5.76311,-0.517159,-0.175445,-2.2427,0.00229658,-0.103542,7.84833,5.53719,0.635886,1.05873,-0.493837,0.00229658,-0.24972,7.8653,5.55009,0.275169,-0.103618,1.80387,0.00229525,-0.118032,7.80818,5.74611,-3.03306,-1.36191,1.53997,0.00229525,-0.258475,7.82931,5.68423,-1.60977,-0.743275,1.18226,0.00230071,0.0273904,7.83503,5.69756,2.97637,0.35649,0.0148794,0.00230071,
1.0504,-0.0396349,9.45551,6.76401,0.770555,-0.952111,-2.56611,0.24652,-0.0396349,9.45551,6.76401,0.770555,-0.952111,-2.56611,0.24652,-0.0396349,9.45551,6.76401,0.770555,-0.952111,-2.56611,0.24652,-0.0396349,9.45551,6.76401,0.770555,-0.952111,-2.56611,0.24652,-0.0396349,9.45551,6.76401,0.770555,-0.952111,-2.56611,0.24652,-0.0117826,9.16827,7.20901,-1.2511,0.414997,-2.76664,0.00229658,-0.150731,9.01656,7.01242,-2.78683,1.28574,2.10693,0.00229658,-0.242819,9.08153,7.06363,-1.96146,-0.0669182,-0.759409,0.00229525,0.0344292,9.08144,7.08583,0.356628,-0.24607,-2.30293,0.00229525,-0.163638,9.15455,7.18577,-1.02226,-0.632851,1.0756,0.00230071,0.0226836,9.0231,6.94436,2.7317,-0.30017,0.602422,0.00230071,
1.0605,-0.0517199,10.5839,7.84842,1.01885,-0.411144,-2.88264,0.24652,-0.0517199,10.5839,7.84842,1.01885,-0.411144,-2.88264,0.24652,-0.0517199,10.5839,7.84842,1.01885,-0.411144,-2.88264,0.24652,-0.0517199,10.5839,7.84842,1.01885,-0.411144,-2.88264,0.24652,-0.0517199,10.5839,7.84842,1.01885,-0.411144,-2.88264,0.24652,0.0143689,10.5239,8.35798,-1.59258,0.188352,-3.00849,0.00229658,-0.00395898,10.32,8.27539,-1.80825,0.642546,-3.02174,0.00229658,-0.140969,10.3873,8.32965,3.07555,-0.961656,-0.0588682,0.00229525,0.112745,10.5092,8.35445,1.42431,-0.769246,-2.74214,0.00229525,-0.110527,10.496,8.36139,0.575244,-1.27668,-0.465792,0.00230071,0.13256,10.3306,8.26137,3.02269,-0.02954,1.53037,0.00230071,
1.0706,-0.0601215,11.7005,8.94119,1.05969,0.058415,-3.02863,0.24652,-0.0601215,11.7005,8.94119,1.05969,0.058415,-3.02863,0.24652,-0.0601215,11.7005,8.94119,1.05969,0.058415,-3.02863,0.24652,-0.0601215,11.7005,8.94119,1.05969,0.058415,-3.02863,0.24652,-0.0601215,11.7005,8.94119,1.05969,0.058415,-3.02863,0.24652,0.0302855,11.8785,9.41378,-1.35881,-0.132387,2.91144,0.00229658,0.0380853,11.6837,9.42963,-1.82989,0.218782,3.07213,0.00229658,-0.119361,11.7117,9.4396,2.30391,-1.09959,1.3213,0.00229525,0.110699,11.8876,9.38706,1.74147,-0.250082,-2.71216,0.00229525,-0.0973248,11.881,9.43613,1.1648,-0.824652,-0.915413,0.00230071,0.162656,11.7036,9.37589,-2.81248,-0.306838,1.73363,0.00230071,
